user,item,rating,timestamp
96,635,5.0,1124668800
58,51,4.0,1058832000
672,539,5.0,976665600
309,138,5.0,1176681600
234,523,2.0,1021507200
802,851,1.0,1154044800
624,450,5.0,1069804800
597,683,5.0,1147132800
941,673,4.0,1107216000
79,84,5.0,1158192000
95,738,4.0,1076371200
44,809,4.0,1122508800
911,569,4.0,1007164800
666,697,4.0,1067385600
350,400,4.0,1145059200
41,921,5.0,1360281600
95,219,5.0,978912000
640,142,5.0,1349913600
814,697,2.0,1063238400
1044,979,5.0,1318464000
398,513,5.0,1011571200
407,553,5.0,1382486400
481,783,3.0,1118016000
155,626,5.0,1079481600
336,639,2.0,1075507200
806,569,3.0,985564800
559,90,4.0,967161600
87,303,4.0,1114560000
179,675,3.0,1127001600
142,120,4.0,1112745600
555,682,1.0,1300147200
61,252,4.0,1053907200
381,714,4.0,1068336000
271,19,5.0,1382400000
9,915,5.0,1213056000
125,395,5.0,947548800
44,76,4.0,1123891200
36,179,4.0,1352592000
586,626,4.0,1009411200
923,644,3.0,1027468800
121,885,4.0,1182816000
10,229,5.0,1078185600
121,812,3.0,1138838400
719,588,2.0,1017014400
558,58,5.0,1236816000
447,783,1.0,1121817600
661,914,5.0,1220832000
177,157,4.0,1347753600
696,334,5.0,1094774400
72,216,5.0,1325376000
62,290,2.0,1195171200
708,589,5.0,1179705600
680,625,5.0,1163462400
462,508,5.0,1158364800
303,329,5.0,1281916800
559,722,4.0,1074297600
72,72,3.0,1325462400
1029,887,2.0,1177286400
819,756,3.0,1099785600
59,485,5.0,1164326400
36,409,4.0,1191542400
313,353,5.0,1122249600
614,437,3.0,987465600
269,776,5.0,1187568000
175,712,5.0,1076889600
94,209,5.0,1245369600
214,348,3.0,1142553600
932,613,2.0,1021766400
125,742,5.0,1099785600
822,406,5.0,1096243200
1022,674,2.0,1090886400
480,730,4.0,1164931200
149,555,5.0,1094083200
773,317,5.0,1294531200
156,712,4.0,1085961600
125,665,1.0,1042502400
51,315,5.0,994809600
25,458,5.0,1207008000
585,947,5.0,1253404800
613,77,5.0,970012800
939,431,3.0,987033600
3,0,5.0,1040428800
211,938,4.0,1233014400
953,512,3.0,955065600
329,682,1.0,1107388800
36,165,4.0,1049846400
424,389,2.0,1133049600
316,269,5.0,1142985600
360,610,4.0,1047340800
31,536,5.0,1369267200
627,573,4.0,981244800
233,44,4.0,1105833600
149,7,5.0,1157932800
1032,897,5.0,1188604800
176,712,5.0,1066694400
514,47,5.0,973036800
755,724,1.0,1070668800
696,812,1.0,1142121600
358,437,5.0,999129600
705,593,5.0,1069977600
134,267,5.0,1080864000
536,433,3.0,1360454400
462,865,1.0,1160697600
7,661,5.0,1053648000
126,493,3.0,943747200
869,641,1.0,1095379200
938,654,5.0,1086912000
921,923,5.0,1242691200
356,599,2.0,1279238400
953,521,5.0,952473600
366,31,5.0,1012953600
244,859,5.0,1155600000
233,544,4.0,1105833600
508,726,4.0,1069113600
12,236,3.0,968198400
223,612,4.0,1045094400
389,40,4.0,1027209600
782,683,5.0,1068940800
164,186,5.0,1140480000
306,199,3.0,1091145600
751,782,5.0,1133222400
568,749,1.0,1102636800
399,598,4.0,995155200
748,799,3.0,1118275200
41,885,5.0,1289174400
